2022-03-27 11:01:03.888 DEBUG [16464] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:18-Z:16 X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:34:42.377 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:3-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.381 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:4-Z:3 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 2560.000000, Z = 1920.000000 - Pos in GRID (global): X = 1195620.000000, Z = 5465070.000000 - MinH = 0.000000 - MaxH = 959.921936
2022-03-27 11:34:42.382 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:4-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.388 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:3 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 3200.000000, Z = 1920.000000 - Pos in GRID (global): X = 1196260.000000, Z = 5465070.000000 - MinH = 0.000000 - MaxH = 900.896606
2022-03-27 11:34:42.389 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.393 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:2-Z:4 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 1280.000000, Z = 2560.000000 - Pos in GRID (global): X = 1194340.000000, Z = 5465710.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.394 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:2-Z:4 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.398 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:3-Z:4 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 1920.000000, Z = 2560.000000 - Pos in GRID (global): X = 1194980.000000, Z = 5465710.000000 - MinH = 0.000000 - MaxH = 1075.483276
2022-03-27 11:34:42.400 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:3-Z:4 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.405 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:4 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 3200.000000, Z = 2560.000000 - Pos in GRID (global): X = 1196260.000000, Z = 5465710.000000 - MinH = 853.391663 - MaxH = 997.774475
2022-03-27 11:34:42.406 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:4 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.410 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:2-Z:5 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 1280.000000, Z = 3200.000000 - Pos in GRID (global): X = 1194340.000000, Z = 5466350.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.412 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:2-Z:5 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.415 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:3-Z:5 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 1920.000000, Z = 3200.000000 - Pos in GRID (global): X = 1194980.000000, Z = 5466350.000000 - MinH = 0.000000 - MaxH = 1103.441284
2022-03-27 11:34:42.417 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:3-Z:5 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.422 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:4-Z:5 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 2560.000000, Z = 3200.000000 - Pos in GRID (global): X = 1195620.000000, Z = 5466350.000000 - MinH = 958.075562 - MaxH = 1103.029175
2022-03-27 11:34:42.424 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:4-Z:5 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.428 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:5 - chunk size (WUs) 640.000000 - Pos in GRID (local): X = 3200.000000, Z = 3200.000000 - Pos in GRID (global): X = 1196260.000000, Z = 5466350.000000 - MinH = 856.098206 - MaxH = 1012.720215
2022-03-27 11:34:42.429 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:2-X:5-Z:5 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.433 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:0 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 0.000000, Z = 0.000000 - Pos in GRID (global): X = 1193060.000000, Z = 5463150.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.436 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:0 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.440 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:1-Z:0 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 1280.000000, Z = 0.000000 - Pos in GRID (global): X = 1194340.000000, Z = 5463150.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.441 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:1-Z:0 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.445 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:2-Z:0 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 2560.000000, Z = 0.000000 - Pos in GRID (global): X = 1195620.000000, Z = 5463150.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.446 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:2-Z:0 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.451 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:0 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 3840.000000, Z = 0.000000 - Pos in GRID (global): X = 1196900.000000, Z = 5463150.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.453 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:0 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.457 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:1 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 0.000000, Z = 1280.000000 - Pos in GRID (global): X = 1193060.000000, Z = 5464430.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.458 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:1 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.462 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:1 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 3840.000000, Z = 1280.000000 - Pos in GRID (global): X = 1196900.000000, Z = 5464430.000000 - MinH = 0.000000 - MaxH = 908.676331
2022-03-27 11:34:42.463 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:1 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.469 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:2 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 0.000000, Z = 2560.000000 - Pos in GRID (global): X = 1193060.000000, Z = 5465710.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.470 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:2 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.474 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:2 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 3840.000000, Z = 2560.000000 - Pos in GRID (global): X = 1196900.000000, Z = 5465710.000000 - MinH = 634.624146 - MaxH = 916.586426
2022-03-27 11:34:42.476 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:2 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.481 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:3 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 0.000000, Z = 3840.000000 - Pos in GRID (global): X = 1193060.000000, Z = 5466990.000000 - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.482 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:0-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.486 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:1-Z:3 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 1280.000000, Z = 3840.000000 - Pos in GRID (global): X = 1194340.000000, Z = 5466990.000000 - MinH = 0.000000 - MaxH = 1038.970337
2022-03-27 11:34:42.488 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:1-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.492 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:2-Z:3 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 2560.000000, Z = 3840.000000 - Pos in GRID (global): X = 1195620.000000, Z = 5466990.000000 - MinH = 0.000000 - MaxH = 1056.793579
2022-03-27 11:34:42.493 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:2-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.498 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:3 - chunk size (WUs) 1280.000000 - Pos in GRID (local): X = 3840.000000, Z = 3840.000000 - Pos in GRID (global): X = 1196900.000000, Z = 5466990.000000 - MinH = 0.000000 - MaxH = 904.842224
2022-03-27 11:34:42.500 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Chunk ID: LOD:3-X:3-Z:3 DEBUG MESH - MinH = 0.000000 - MaxH = 0.000000
2022-03-27 11:34:42.501 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - DUMP COMPLETE
2022-03-27 11:34:42.501 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - *************
2022-03-27 11:35:08.265 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:16 POS ==> X = 1195620.000000, Y = 860.335083, Z = 5465710.000000
2022-03-27 11:35:08.271 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:16 POS ==> X = 1195780.000000, Y = 901.907593, Z = 5465710.000000CAMERA
2022-03-27 11:35:08.273 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:17 POS ==> X = 1195620.000000, Y = 901.710022, Z = 5465870.000000
2022-03-27 11:35:08.275 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:17 POS ==> X = 1195780.000000, Y = 959.818665, Z = 5465870.000000
2022-03-27 11:35:08.278 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:8 POS ==> X = 1195620.000000, Y = 860.335083, Z = 5465710.000000
2022-03-27 11:35:08.280 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:8 POS ==> X = 1195940.000000, Y = 895.323425, Z = 5465710.000000
2022-03-27 11:35:08.282 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:9 POS ==> X = 1195620.000000, Y = 948.181030, Z = 5466030.000000
2022-03-27 11:35:08.284 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 POS ==> X = 1195940.000000, Y = 966.827393, Z = 5466030.000000
2022-03-27 11:35:08.287 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:2 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.289 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:2 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.291 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:2 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.293 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:2 POS ==> X = 1196260.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.296 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:3 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.298 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:3 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.300 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:3 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.302 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:3 POS ==> X = 1196260.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.304 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:4 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.306 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:4 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.308 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:4 POS ==> X = 1195620.000000, Y = 860.335083, Z = 5465710.000000
2022-03-27 11:35:08.312 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:4 POS ==> X = 1196260.000000, Y = 853.391663, Z = 5465710.000000
2022-03-27 11:35:08.314 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:5 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:35:08.316 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:5 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5466350.000000
2022-03-27 11:35:08.318 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:5 POS ==> X = 1195620.000000, Y = 958.075562, Z = 5466350.000000
2022-03-27 11:35:08.320 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:5 POS ==> X = 1196260.000000, Y = 856.098206, Z = 5466350.000000
2022-03-27 11:35:08.322 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:0 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.325 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:0 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.327 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:0 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.329 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:0 POS ==> X = 1196900.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.331 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:1 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.333 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:1 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.335 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:1 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.338 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:1 POS ==> X = 1196900.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.341 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:2 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.343 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:2 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.345 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:2 POS ==> X = 1195620.000000, Y = 853.446289, Z = 5465710.000000
2022-03-27 11:35:08.347 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:2 POS ==> X = 1196900.000000, Y = 634.624146, Z = 5465710.000000
2022-03-27 11:35:08.349 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:0-Z:3 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:35:08.351 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:1-Z:3 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:35:08.353 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:2-Z:3 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:35:08.357 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:3-X:3-Z:3 POS ==> X = 1196900.000000, Y = 0.000000, Z = 5466990.000000
2022-03-27 11:35:08.359 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:0-Z:0 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.361 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:1-Z:0 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.363 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:0-Z:1 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.364 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:4-X:1-Z:1 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.367 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:5-X:0-Z:0 POS ==> X = 1193060.000000, Y = 0.000000, Z = 5463150.000000
2022-03-27 11:35:08.693 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:16 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.704 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:16 POS ==> X = 1195780.000000, Y = 0.000000, Z = 5465710.000000CAMERA
2022-03-27 11:35:08.706 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:16-Z:17 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:35:08.708 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:0-X:17-Z:17 POS ==> X = 1195780.000000, Y = 0.000000, Z = 5465870.000000
2022-03-27 11:35:08.709 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:8 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.711 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:8 POS ==> X = 1195940.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.713 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:8-Z:9 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:35:08.715 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:1-X:9-Z:9 POS ==> X = 1195940.000000, Y = 0.000000, Z = 5466030.000000
2022-03-27 11:35:08.719 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:2 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.721 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:2 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.723 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:2 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.724 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:2 POS ==> X = 1196260.000000, Y = 0.000000, Z = 5464430.000000
2022-03-27 11:35:08.726 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:3 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.728 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:3 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.730 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:3 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.733 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:5-Z:3 POS ==> X = 1196260.000000, Y = 0.000000, Z = 5465070.000000
2022-03-27 11:35:08.735 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:2-Z:4 POS ==> X = 1194340.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.737 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:3-Z:4 POS ==> X = 1194980.000000, Y = 0.000000, Z = 5465710.000000
2022-03-27 11:35:08.739 DEBUG [23572] [godot::GDN_TheWorld_Globals::debugPrint@129] DEBUG - Debug Mesh - ID: LOD:2-X:4-Z:4 POS ==> X = 1195620.000000, Y = 0.000000, Z = 5465710.000000
